order_id,order_date,ship_date,ship_mode,order_priority,customer_id
ES-2012-4934724,2022-10-04,2022-10-10,Standard Class,Medium,ZC-21910
US-2013-150924,2023-10-05,2023-10-11,Standard Class,Medium,NB-18580
IN-2013-22438,2023-04-24,2023-04-26,Second Class,Critical,TC-21475
CA-2013-1140,2023-01-03,2023-01-05,Second Class,High,TC-11475
ES-2014-2608196,2024-10-07,2024-10-11,Standard Class,High,AI-10855
IN-2012-38132,2022-04-21,2022-04-24,First Class,High,NC-18340
ID-2013-23971,2023-09-05,2023-09-10,Second Class,Medium,MC-17605
US-2013-153815,2023-11-07,2023-11-10,First Class,Critical,KL-16555
EG-2012-8380,2022-07-26,2022-07-31,Standard Class,Medium,BF-1080
MX-2012-136791,2022-04-12,2022-04-15,First Class,High,IG-15085
ID-2013-10713,2023-04-09,2023-04-13,Standard Class,Medium,TN-21040
IN-2013-20982,2023-03-16,2023-03-18,First Class,High,PF-19225
ID-2012-43921,2022-09-08,2022-09-15,Standard Class,Medium,RH-19555
MX-2013-138954,2023-06-12,2023-06-14,Second Class,High,DK-13225
IR-2012-4780,2022-11-30,2022-12-05,Standard Class,Medium,RD-9930
US-2011-115875,2021-07-18,2021-07-23,Standard Class,Medium,JG-15115
IN-2014-21731,2024-08-22,2024-08-24,First Class,Medium,CS-12175
IN-2011-54001,2021-07-25,2021-07-31,Standard Class,Medium,DK-13150
YM-2012-3890,2022-06-25,2022-06-26,First Class,High,DW-3540
MX-2014-112053,2024-06-27,2024-06-29,First Class,Critical,RD-19930
IN-2012-66160,2022-05-08,2022-05-13,Standard Class,Medium,MK-17905
ES-2012-4331653,2022-05-24,2022-05-30,Standard Class,Low,BF-11005
ES-2014-1723161,2024-08-25,2024-08-30,Standard Class,Medium,AT-10735
AO-2014-7960,2024-08-07,2024-08-10,Second Class,Medium,BE-1455
CA-2014-152093,2024-09-11,2024-09-16,Standard Class,Medium,SN-20560
IN-2011-72670,2021-12-29,2021-12-31,Second Class,High,JS-16030
IN-2011-60063,2021-08-30,2021-09-03,Standard Class,High,TS-21610
ID-2012-43963,2022-11-05,2022-11-10,Standard Class,High,CC-12685
CA-2014-136511,2024-03-24,2024-03-26,Second Class,High,MZ-17515
MX-2011-106173,2021-08-10,2021-08-14,Standard Class,Medium,JD-15790
ID-2012-24048,2022-11-20,2022-11-26,Standard Class,Medium,JM-15265
CA-2014-100524,2024-04-01,2024-04-03,Second Class,High,CM-12115
QA-2012-1070,2022-02-20,2022-02-24,Standard Class,Medium,TC-10980
ES-2013-4670866,2023-12-18,2023-12-20,First Class,Medium,JW-16075
ID-2014-45083,2024-08-16,2024-08-19,Second Class,Medium,BD-11620
ES-2013-5376470,2023-01-03,2023-01-09,Standard Class,Low,AF-10885
ES-2012-1177332,2022-01-09,2022-01-15,Standard Class,Medium,JL-15235
ES-2014-4934407,2024-03-25,2024-03-31,Standard Class,Medium,JB-16000
ES-2012-5676143,2022-09-14,2022-09-21,Standard Class,Low,KB-16585
TU-2011-3910,2021-04-26,2021-04-29,Second Class,High,LC-6960
MX-2011-161823,2021-03-21,2021-03-22,First Class,High,RK-19300
ES-2014-3931503,2024-06-18,2024-06-24,Standard Class,Low,MW-18235
CA-2014-108560,2024-07-09,2024-07-16,Standard Class,Medium,JC-15385
MX-2013-121755,2023-02-19,2023-02-24,Standard Class,Medium,JR-15670
MX-2012-136042,2022-03-29,2022-04-03,Standard Class,Medium,NS-18640
IN-2014-13184,2024-02-10,2024-02-14,Standard Class,Medium,AB-10015
CA-2012-121650,2022-12-10,2022-12-16,Standard Class,Medium,KD-16495
CA-2012-132486,2022-10-23,2022-10-27,Second Class,High,JF-15355
SF-2014-5230,2024-06-20,2024-06-24,Second Class,Medium,JM-5655
US-2014-152009,2024-12-27,2024-12-30,Second Class,Medium,BD-11725
IN-2013-11448,2023-02-06,2023-02-11,Standard Class,Medium,TC-21295
ES-2014-1503928,2024-06-10,2024-06-14,Standard Class,Medium,DL-13330
ID-2013-26092,2023-03-27,2023-04-03,Standard Class,Medium,KN-16390
MX-2011-112914,2021-10-27,2021-10-31,Standard Class,High,KH-16360
ES-2011-3577688,2021-09-02,2021-09-06,Standard Class,Medium,JJ-15445
IT-2014-3417928,2024-04-14,2024-04-16,Second Class,Critical,JW-15220
CA-2011-154592,2021-12-07,2021-12-08,First Class,Critical,EH-14005
MX-2014-107699,2024-02-07,2024-02-11,Standard Class,Medium,JD-15895
ES-2013-2849768,2023-02-25,2023-02-28,Second Class,High,PA-19060
IT-2013-1665440,2023-08-06,2023-08-11,Standard Class,Medium,PS-18970
IN-2014-84948,2024-05-15,2024-05-18,First Class,Medium,PN-18775
CA-2012-106257,2022-04-13,2022-04-17,Second Class,Medium,EB-14110
IN-2012-70157,2022-06-09,2022-06-13,Standard Class,High,ML-18040
IN-2014-11427,2024-06-13,2024-06-15,Second Class,Medium,ED-13885
CA-2012-132388,2022-10-10,2022-10-12,First Class,Critical,KN-16390
IR-2012-9800,2022-11-07,2022-11-14,Standard Class,Low,AH-195
IR-2011-6000,2021-11-05,2021-11-09,Standard Class,Medium,JC-6105
IN-2013-34135,2023-09-17,2023-09-23,Standard Class,Medium,AP-10720
CA-2013-131835,2023-07-18,2023-07-22,Standard Class,Medium,MC-17590
US-2013-169131,2023-07-17,2023-07-20,First Class,Medium,RK-19300
MX-2011-127250,2021-06-02,2021-06-08,Standard Class,Medium,CJ-12010
MX-2013-161025,2023-07-19,2023-07-24,Standard Class,Medium,RS-19420
CA-2013-169103,2023-03-09,2023-03-14,Standard Class,Medium,ZC-21910
US-2014-132381,2024-08-23,2024-08-25,First Class,High,Dp-13240
IN-2014-20716,2024-11-26,2024-11-30,Standard Class,High,JF-15490
ID-2014-19113,2024-08-27,2024-09-01,Standard Class,Medium,HM-14860
IN-2013-66923,2023-06-20,2023-06-25,Standard Class,Medium,CS-12175
RS-2012-9680,2022-06-15,2022-06-17,Second Class,High,JS-5685
ES-2013-5312636,2023-04-07,2023-04-09,Second Class,Critical,FA-14230
MX-2012-165974,2022-09-13,2022-09-18,Second Class,Medium,TR-21325
US-2012-107090,2022-09-03,2022-09-05,First Class,High,CB-12415
CA-2013-4740,2023-08-20,2023-08-23,Second Class,High,DB-2910
IT-2014-4311078,2024-06-16,2024-06-18,First Class,Medium,CT-11995
CA-2011-126760,2021-07-26,2021-08-02,Standard Class,Medium,KM-16720
ES-2014-2783426,2024-11-20,2024-11-25,Standard Class,Medium,SB-20290
CA-2014-117079,2024-10-24,2024-10-28,Standard Class,Medium,JR-15700
ES-2012-5455334,2022-06-26,2022-07-01,Second Class,High,DJ-13510
IN-2014-36431,2024-04-08,2024-04-11,Second Class,Medium,DR-12880
ES-2013-2700779,2023-11-01,2023-11-06,Standard Class,Medium,PO-19195
IT-2012-3605163,2022-08-05,2022-08-11,Standard Class,Medium,EK-13795
ES-2014-4720491,2024-11-22,2024-11-26,Standard Class,High,RH-19555
CA-2013-122581,2023-08-22,2023-08-26,Standard Class,High,JK-15370
CA-2012-142755,2022-09-04,2022-09-08,Standard Class,High,CS-12355
ES-2013-2514403,2023-03-01,2023-03-04,First Class,Medium,PO-19180
IN-2012-25476,2022-09-28,2022-10-04,Standard Class,Low,BG-11035
JO-2014-5980,2024-12-29,2025-01-02,Second Class,Medium,PT-9090
US-2014-109610,2024-11-26,2024-12-01,Second Class,Medium,BS-11590
ES-2014-5949760,2024-08-29,2024-09-02,Standard Class,Medium,HA-14905
IT-2011-1181278,2021-02-10,2021-02-10,Same Day,High,PL-18925
CA-2011-125829,2021-11-04,2021-11-11,Standard Class,Medium,WB-21850
MX-2013-115805,2023-06-18,2023-06-23,Standard Class,Medium,CS-12490
ES-2013-1430889,2023-01-01,2023-01-01,Same Day,Medium,JK-15370
IN-2011-65985,2021-12-16,2021-12-18,Second Class,High,GH-14425
CA-2014-9080,2024-08-25,2024-08-31,Standard Class,Medium,DO-3645
CA-2012-9170,2022-04-16,2022-04-19,First Class,Medium,CA-2055
ES-2012-2141914,2022-06-07,2022-06-11,Second Class,High,MH-17455
IN-2011-14983,2021-10-10,2021-10-16,Standard Class,Medium,GH-14485
IT-2011-3264984,2021-02-15,2021-02-21,Standard Class,Medium,TP-21565
IN-2014-33407,2024-05-28,2024-06-03,Standard Class,Medium,PL-18925
TU-2013-10000,2023-09-03,2023-09-07,Standard Class,High,DE-3255
US-2013-122917,2023-07-12,2023-07-16,Standard Class,Medium,NG-18430
US-2013-100965,2023-12-03,2023-12-03,Same Day,High,AA-10375
IN-2014-61869,2024-08-25,2024-08-29,Standard Class,Medium,CK-12595
MX-2012-121601,2022-04-30,2022-05-05,Standard Class,Medium,HG-15025
ES-2013-3200273,2023-09-26,2023-10-01,Standard Class,High,GD-14590
ES-2012-3349892,2022-09-01,2022-09-05,Second Class,Medium,KM-16375
CA-2013-128531,2023-11-25,2023-11-27,Second Class,Critical,NS-18505
IN-2014-57172,2024-03-10,2024-03-14,Standard Class,Medium,CB-12025
IN-2014-21759,2024-10-31,2024-11-05,Standard Class,Medium,DP-13000
US-2012-110037,2022-09-10,2022-09-14,Standard Class,High,KB-16600
US-2011-113348,2021-10-26,2021-10-28,Second Class,High,KB-16315
MX-2014-149573,2024-05-12,2024-05-16,Second Class,Medium,GM-14500
MX-2014-134677,2024-09-11,2024-09-18,Standard Class,Medium,MV-17485
ES-2014-3014144,2024-04-06,2024-04-08,First Class,High,BS-11755
IN-2014-57984,2024-06-18,2024-06-23,Second Class,Medium,CS-12505
IN-2012-19687,2022-05-31,2022-06-04,Standard Class,High,CL-11890
IN-2012-24321,2022-11-13,2022-11-17,Standard Class,High,EJ-14155
CA-2013-148796,2023-04-15,2023-04-19,Standard Class,High,PB-19150
US-2012-126753,2022-08-16,2022-08-20,Standard Class,High,SP-20860
MX-2013-129301,2023-10-16,2023-10-21,Second Class,Medium,HG-14845
CA-2013-117681,2023-04-10,2023-04-15,Standard Class,Medium,HF-14995
ES-2014-2571250,2024-07-25,2024-07-30,Standard Class,Medium,MH-17785
IN-2012-71459,2022-05-31,2022-06-03,First Class,Critical,MH-17440
CA-2012-158659,2022-11-10,2022-11-14,Second Class,High,SC-20695
US-2013-161312,2023-11-04,2023-11-06,Second Class,High,MA-17995
ES-2011-4292823,2021-08-16,2021-08-21,Standard Class,Medium,DB-13615
US-2012-136987,2022-04-11,2022-04-14,Second Class,Medium,AR-10540
IT-2012-2549772,2022-07-20,2022-07-24,Standard Class,Medium,GG-14650
ID-2012-57809,2022-10-09,2022-10-13,Standard Class,Medium,AO-10810
IN-2013-78165,2023-04-02,2023-04-02,Same Day,Medium,NC-18535
CM-2012-2220,2022-12-17,2022-12-23,Standard Class,Medium,LP-7080
ID-2012-33743,2022-06-29,2022-07-06,Standard Class,Low,JF-15190
IR-2013-640,2023-06-05,2023-06-09,Standard Class,Medium,BN-1515
TU-2011-490,2021-07-16,2021-07-19,Second Class,Critical,PR-8880
MX-2014-143322,2024-08-26,2024-08-28,First Class,Critical,SD-20485
ID-2014-39910,2024-08-13,2024-08-18,Standard Class,High,HJ-14875
CA-2011-100881,2021-03-28,2021-04-01,Standard Class,High,DR-12940
CA-2014-128265,2024-11-18,2024-11-23,Second Class,Medium,VW-21775
ES-2012-4445402,2022-02-02,2022-02-06,Standard Class,High,JB-16000
MX-2012-125262,2022-09-13,2022-09-17,Standard Class,High,JO-15280
ES-2014-4438910,2024-09-25,2024-10-01,Standard Class,Medium,SC-20095
ES-2013-2338251,2023-06-25,2023-06-30,Standard Class,Medium,RP-19855
ES-2014-3289229,2024-06-24,2024-06-29,Standard Class,Medium,NW-18400
IN-2014-65992,2024-11-18,2024-11-22,Standard Class,Medium,Co-12640
MX-2012-167990,2022-03-21,2022-03-24,First Class,High,TS-21340
US-2011-141215,2021-06-15,2021-06-21,Standard Class,Medium,KL-16555
IT-2013-4100054,2023-09-12,2023-09-17,Standard Class,Medium,NS-18640
GH-2012-2610,2022-08-14,2022-08-19,Second Class,High,RE-9450
IN-2014-23607,2024-10-09,2024-10-13,Standard Class,Medium,KD-16495
ES-2014-5079145,2024-08-14,2024-08-20,Standard Class,Low,EH-14125
IN-2013-74203,2023-08-14,2023-08-16,First Class,High,DV-13045
PL-2013-7230,2023-03-04,2023-03-09,Standard Class,Medium,TS-11370
CA-2012-160472,2022-07-20,2022-07-25,Second Class,Medium,RK-19300
CA-2011-157609,2021-03-16,2021-03-21,Second Class,Medium,KN-16705
IN-2013-20450,2023-05-27,2023-06-01,Standard Class,Medium,TM-21490
IN-2014-69380,2024-07-10,2024-07-16,Standard Class,Low,LH-16900
ES-2014-4763267,2024-09-22,2024-09-27,Second Class,Medium,KN-16450
IN-2012-45972,2022-03-14,2022-03-20,Standard Class,Medium,EB-13975
MO-2012-4700,2022-04-02,2022-04-06,Standard Class,Medium,NK-8490
ES-2011-4351366,2021-06-16,2021-06-20,Standard Class,High,RH-19510
ID-2014-64165,2024-12-03,2024-12-05,Second Class,High,CG-12520
CA-2014-127782,2024-11-03,2024-11-07,Standard Class,Medium,TH-21115
IT-2011-3202706,2021-07-27,2021-07-29,First Class,High,EM-14095
AE-2013-1130,2023-10-14,2023-10-14,Same Day,High,EB-4110
SA-2014-3060,2024-01-26,2024-01-31,Second Class,High,RB-9705
IN-2012-84157,2022-10-26,2022-10-30,Second Class,High,RW-19540
TU-2014-3610,2024-12-29,2025-01-01,First Class,Critical,JD-5895
IN-2012-84955,2022-09-14,2022-09-17,Second Class,Medium,CC-12145
TU-2013-2120,2023-07-25,2023-08-01,Standard Class,Low,AR-510
IT-2011-2403893,2021-11-05,2021-11-08,Second Class,Medium,NC-18415
US-2013-151379,2023-06-28,2023-07-01,First Class,Critical,AA-10375
ES-2014-2982781,2024-10-18,2024-10-23,Standard Class,High,CM-11935
IN-2014-43088,2024-01-03,2024-01-07,Standard Class,High,RF-19345
ES-2011-5244045,2021-04-07,2021-04-11,Second Class,Medium,FM-14215
ES-2013-1598291,2023-09-18,2023-09-22,Standard Class,High,LR-16915
IN-2013-85200,2023-08-06,2023-08-12,Standard Class,Medium,KL-16555
CA-2013-121223,2023-09-12,2023-09-14,Second Class,High,GD-14590
ID-2014-14066,2024-03-12,2024-03-16,Standard Class,Medium,NS-18505
IN-2014-61904,2024-02-19,2024-02-22,Second Class,High,JK-15370
US-2013-139262,2023-02-21,2023-02-25,Standard Class,High,LC-16960
ES-2014-4138832,2024-09-03,2024-09-09,Standard Class,Medium,BF-10975
CA-2013-118101,2023-06-27,2023-06-27,Same Day,High,SN-20560
IN-2012-55653,2022-09-15,2022-09-19,Standard Class,High,DW-13585
EG-2011-5280,2021-10-20,2021-10-27,Standard Class,Medium,VM-11835
SF-2013-2700,2023-02-19,2023-02-24,Standard Class,Medium,TH-11115
ES-2013-1788644,2023-05-27,2023-06-01,Standard Class,Medium,EB-13840
CA-2013-9990,2023-01-21,2023-01-21,Same Day,High,AB-165
ES-2011-1298103,2021-10-27,2021-11-02,Standard Class,Low,SN-20560
IN-2014-39427,2024-09-22,2024-09-26,Standard Class,Medium,TP-21415
ID-2014-10160,2024-09-02,2024-09-04,Second Class,Critical,RF-19345
MX-2014-149678,2024-06-10,2024-06-14,Standard Class,High,NC-18340
MX-2011-132584,2021-05-06,2021-05-08,First Class,Critical,CP-12340
IN-2012-64431,2022-08-02,2022-08-08,Standard Class,Low,SJ-20500
MX-2013-145926,2023-09-26,2023-09-30,Standard Class,High,SJ-20125
IN-2014-76716,2024-09-23,2024-09-28,Standard Class,Medium,RS-19420
IN-2014-16922,2024-10-21,2024-10-24,Second Class,High,DK-13150
ID-2013-15935,2023-10-29,2023-11-02,Standard Class,High,KH-16360
IZ-2014-9320,2024-01-16,2024-01-22,Standard Class,Medium,KM-6720
ES-2014-4272383,2024-10-14,2024-10-20,Standard Class,Medium,EM-13810
MX-2012-158981,2022-12-28,2023-01-01,Standard Class,High,SC-20845
MX-2011-135573,2021-11-23,2021-11-26,Second Class,High,DS-13030
ID-2014-74315,2024-03-10,2024-03-13,First Class,High,NM-18445
IN-2014-39105,2024-06-30,2024-07-05,Standard Class,High,JB-16000
US-2013-104283,2023-07-25,2023-07-26,First Class,High,MC-17590
US-2011-145674,2021-02-23,2021-02-26,First Class,Critical,MO-17500
MX-2013-132269,2023-06-19,2023-06-23,Standard Class,High,AS-10090
IN-2013-31650,2023-05-03,2023-05-09,Standard Class,Medium,RM-19750
ES-2013-3228066,2023-08-29,2023-09-05,Standard Class,Low,FM-14380
CA-2014-129000,2024-11-26,2024-11-28,Second Class,High,SZ-20035
IN-2012-70325,2022-01-11,2022-01-15,Standard Class,Medium,AB-10015
ID-2012-25315,2022-01-04,2022-01-04,Same Day,Critical,AA-10645
MX-2013-129924,2023-06-24,2023-06-27,First Class,Critical,NP-18685
ES-2011-5032747,2021-11-22,2021-11-23,Same Day,Critical,LS-17230
ES-2013-5443807,2023-10-04,2023-10-08,Standard Class,High,JR-16210
ID-2011-57718,2021-06-29,2021-07-03,Standard Class,High,RR-19525
IN-2012-33316,2022-09-05,2022-09-07,First Class,High,CV-12295
ID-2014-69338,2024-10-10,2024-10-15,Standard Class,Medium,CC-12145
PL-2014-3940,2024-07-29,2024-08-01,Second Class,High,LB-6735
ES-2011-2087720,2021-08-12,2021-08-19,Standard Class,Medium,CB-12415
ID-2014-52580,2024-12-06,2024-12-12,Standard Class,Medium,TB-21400
MX-2012-133221,2022-06-10,2022-06-17,Standard Class,Low,SE-20110
ES-2014-4865613,2024-12-13,2024-12-20,Standard Class,Low,DL-13315
IT-2013-4874491,2023-08-09,2023-08-15,Standard Class,Medium,LC-16885
ID-2012-77080,2022-02-13,2022-02-17,Standard Class,High,AF-10870
CA-2013-124772,2023-12-06,2023-12-07,First Class,Critical,JG-15160
MX-2014-120348,2024-10-16,2024-10-19,First Class,High,DP-13165
IN-2011-61050,2021-02-10,2021-02-13,First Class,Critical,FO-14305
RS-2012-3560,2022-02-13,2022-02-19,Standard Class,Medium,BP-1050
US-2014-140452,2024-11-10,2024-11-16,Standard Class,Medium,VB-21745
CA-2012-163237,2022-08-07,2022-08-09,Second Class,High,EM-14095
ES-2014-4789132,2024-09-20,2024-09-24,Standard Class,Medium,AH-10210
ES-2011-5608714,2021-09-18,2021-09-22,Standard Class,High,CC-12685
CA-2013-156300,2023-12-30,2024-01-03,Standard Class,Medium,TB-21595
US-2013-128685,2023-09-30,2023-10-02,First Class,High,MH-17455
ES-2011-5879155,2021-03-25,2021-03-27,First Class,Critical,HP-14815
IT-2014-3178156,2024-11-06,2024-11-11,Second Class,Medium,LW-17125
US-2013-146801,2023-11-22,2023-11-26,Standard Class,High,AG-10270
ES-2012-3038461,2022-07-11,2022-07-17,Standard Class,Medium,MN-17935
IN-2012-44390,2022-08-21,2022-08-25,Standard Class,Medium,MF-18250
MX-2013-154130,2023-05-09,2023-05-13,Standard Class,Medium,AG-10765
SF-2011-8650,2021-11-16,2021-11-22,Standard Class,Low,AB-255
ES-2014-5124272,2024-04-15,2024-04-22,Standard Class,Low,AA-10645
ID-2014-64039,2024-10-02,2024-10-06,Standard Class,High,DM-13345
IN-2013-59356,2023-09-09,2023-09-15,Standard Class,Low,EB-13840
AL-2013-7280,2023-04-20,2023-04-20,Same Day,Critical,GA-4515
IR-2013-3310,2023-01-29,2023-02-03,Standard Class,Medium,DM-3525
CA-2012-110870,2022-12-12,2022-12-15,First Class,High,KD-16270
CA-2014-102155,2024-07-14,2024-07-18,Standard Class,High,RR-19525
SA-2012-90,2022-11-27,2022-12-03,Standard Class,Medium,SU-10665
ES-2013-5311844,2023-05-18,2023-05-19,First Class,High,JS-15880
IN-2014-17027,2024-02-13,2024-02-15,First Class,Medium,RW-19630
SA-2013-8270,2023-11-01,2023-11-07,Standard Class,Medium,SJ-10125
ID-2011-30922,2021-11-28,2021-12-03,Standard Class,Medium,AG-10330
CA-2011-107811,2021-04-29,2021-05-03,Standard Class,Medium,LA-16780
MX-2013-107006,2023-12-10,2023-12-11,First Class,High,NZ-18565
IN-2014-10020,2024-11-30,2024-12-04,Standard Class,Medium,AH-10075
MX-2014-126599,2024-11-23,2024-11-27,Second Class,Medium,TZ-21445
IT-2014-2122888,2024-03-14,2024-03-19,Standard Class,Medium,OT-18730
CA-2014-128370,2024-09-11,2024-09-11,Same Day,Critical,FH-14275
MX-2011-136546,2021-09-14,2021-09-18,Standard Class,Medium,TZ-21445
ES-2012-1361094,2022-08-03,2022-08-07,Standard Class,Medium,JP-16135
IR-2012-9440,2022-10-29,2022-10-30,First Class,High,LW-6990
ES-2011-5693995,2021-07-09,2021-07-13,Standard Class,Medium,MM-18055
CA-2014-130211,2024-10-23,2024-10-23,Same Day,High,BD-11620
CA-2013-154767,2023-06-29,2023-07-01,Second Class,High,BP-11155
IN-2013-34457,2023-05-16,2023-05-22,Standard Class,Medium,MZ-17515
IT-2013-3060899,2023-12-12,2023-12-18,Standard Class,Medium,DL-13495
IT-2014-3116089,2024-08-19,2024-08-22,First Class,High,ME-18010
IN-2014-71102,2024-01-06,2024-01-10,Standard Class,High,RD-19585
CA-2014-118199,2024-05-10,2024-05-12,First Class,High,LB-16795
ID-2012-79789,2022-05-28,2022-06-02,Standard Class,Medium,KB-16315
IN-2014-16705,2024-01-31,2024-02-04,Second Class,High,SS-20515
ID-2014-10356,2024-04-18,2024-04-22,Standard Class,Medium,HZ-14950
MX-2011-115490,2021-06-17,2021-06-22,Second Class,Medium,KN-16450
EG-2014-9280,2024-04-22,2024-04-24,First Class,Critical,DJ-3630
ES-2011-3431770,2021-05-04,2021-05-07,Second Class,High,SC-20800
CA-2012-103954,2022-08-09,2022-08-13,Second Class,Medium,HR-14770
ES-2012-5645358,2022-03-06,2022-03-08,Second Class,Medium,MN-17935
IN-2012-39343,2022-05-01,2022-05-03,Second Class,High,KM-16225
SF-2013-6530,2023-04-26,2023-04-28,First Class,Medium,LT-6765
MX-2013-100342,2023-06-25,2023-06-28,First Class,Medium,AS-10240
IT-2012-3985205,2022-07-30,2022-08-03,Standard Class,Medium,NH-18610
IT-2013-2763542,2023-08-10,2023-08-15,Second Class,Medium,JG-15805
US-2014-128587,2024-06-12,2024-06-14,Second Class,Critical,AG-10330
ES-2014-1504792,2024-08-02,2024-08-05,Second Class,Medium,HA-14920
ES-2014-1540287,2024-03-19,2024-03-26,Standard Class,Low,DO-13435
ES-2014-3147119,2024-04-04,2024-04-08,Standard Class,High,IM-15055
MX-2013-132808,2023-11-28,2023-11-30,Second Class,Medium,LP-17080
MX-2013-158162,2023-07-19,2023-07-23,Standard Class,High,BF-10975
CA-2013-127670,2023-03-21,2023-03-25,Standard Class,Medium,RD-19660
ID-2012-32098,2022-04-05,2022-04-11,Standard Class,Low,GZ-14545
MX-2014-132619,2024-11-12,2024-11-16,Standard Class,Medium,LD-17005
US-2011-152030,2021-12-26,2021-12-28,Second Class,High,AD-10180
MX-2014-148208,2024-09-05,2024-09-08,First Class,Medium,SK-19990
US-2014-141558,2024-03-12,2024-03-17,Standard Class,Medium,MH-17290
MX-2014-136812,2024-06-23,2024-06-23,Same Day,Critical,AS-10090
ES-2012-5575159,2022-07-13,2022-07-13,Same Day,High,NG-18430
ID-2011-71452,2021-04-05,2021-04-08,Second Class,High,BB-10990
ID-2012-39987,2022-06-09,2022-06-13,Standard Class,High,LO-17170
ES-2012-3549935,2022-08-29,2022-09-04,Standard Class,Medium,KL-16645
ES-2013-5310113,2023-09-25,2023-09-29,Standard Class,High,GZ-14545
MX-2014-164112,2024-10-28,2024-10-30,First Class,High,CR-12820
ES-2011-2072928,2021-12-06,2021-12-11,Standard Class,Medium,BF-11005
MX-2014-114510,2024-06-16,2024-06-20,Standard Class,High,JS-15880
MX-2014-122574,2024-12-29,2025-01-01,First Class,Medium,AG-10300
ID-2013-42906,2023-10-02,2023-10-04,Second Class,Medium,DM-12955
US-2013-167269,2023-06-17,2023-06-20,First Class,High,QJ-19255
